Name,RollNo,Branch
Vani Nair,M19484,Mathematics
Aman Mishra,ME19293,Mechanical Engineering
Sagar Pandey,CE21306,Chemical Engineering
Kavya Patil,E21568,Electronics
Arjun Verma,B21506,Biotechnology
Nikhil Desai,CE18412,Civil Engineering
Varun Deshpande,CS24660,Computer Science
Arjun Agarwal,CE22815,Chemical Engineering
Pooja Bose,IT18002,Information Technology
Harsh Tiwari,B19138,Biotechnology
Sagar Gupta,M18643,Mathematics
Varun Reddy,B19629,Biotechnology
Manish Wadhwa,AE19041,Aerospace Engineering
Sahil Sharma,M21172,Mathematics
Ayush Bajaj,CE21305,Civil Engineering
Bhavya Verma,B18433,Biotechnology
Jatin Mishra,B24175,Biotechnology
Sneha Kaur,CE22549,Chemical Engineering
Sonam Patel,CS20246,Computer Science
Ishaan Deshpande,AE24160,Aerospace Engineering
Vijay Desai,CE21519,Civil Engineering
Shalini Tiwari,B23454,Biotechnology
Divya Menon,CS24712,Computer Science
Sakshi Sarin,AE23338,Aerospace Engineering
Meera Bose,M21838,Mathematics
Tanvi Trivedi,IT20828,Information Technology
Mallika Kaur,CE21025,Civil Engineering
Nisha Garg,IT22987,Information Technology
Nikhil Bajaj,CE23988,Civil Engineering
Archana Saxena,E21025,Electronics
Gaurav Khanna,E23919,Electronics
Ishaan Choudhury,EE18671,Electrical Engineering
Radhika Kapoor,CE24433,Civil Engineering
Nisha Desai,CS20970,Computer Science
Sakshi Patel,M21689,Mathematics
Arjun Iyer,EE21949,Electrical Engineering
Sonam Patel,CE18050,Civil Engineering
Anjali Gupta,M23543,Mathematics
Madhav Verma,CE19702,Civil Engineering
Harish Dutta,CE21230,Chemical Engineering
Dhruv Deshpande,CE24952,Civil Engineering
Priya Yadav,M20015,Mathematics
Ananya Chatterjee,B20209,Biotechnology
Payal Chawla,EE24874,Electrical Engineering
Ishaan Bajaj,M18490,Mathematics
Pooja Malhotra,ME24146,Mechanical Engineering
Ankit Bose,CS18837,Computer Science
Anupam Sarin,M20939,Mathematics
Ishaan Pillai,E24327,Electronics
Divya Bajaj,AE22698,Aerospace Engineering
Shalini Kapoor,E20129,Electronics
Tanvi Chopra,B19270,Biotechnology
Aman Das,M22734,Mathematics
Anjali Kumar,CS22785,Computer Science
Sakshi Shah,CS18355,Computer Science
Aditya Bajaj,CS22043,Computer Science
Shalini Malhotra,EE22438,Electrical Engineering
Tanvi Das,E22449,Electronics
Pooja Mishra,EE21256,Electrical Engineering
Payal Agarwal,B19695,Biotechnology
Shreya Bansal,AE23536,Aerospace Engineering
Arjun Iyer,E21567,Electronics
Vikram Chawla,B22075,Biotechnology
Tushar Garg,M23552,Mathematics
Shalini Tiwari,CS20882,Computer Science
Sahil Goyal,IT19567,Information Technology
Payal Ghosh,B19091,Biotechnology
Samarth Goyal,ME19143,Mechanical Engineering
Deepak Sarin,EE21515,Electrical Engineering
Anupam Banerjee,EE18427,Electrical Engineering
Ujjwal Mahajan,AE24634,Aerospace Engineering
Priya Bansal,IT22928,Information Technology
Garima Nair,CS18118,Computer Science
Raj Agarwal,CE21546,Chemical Engineering
Aryan Chawla,B21013,Biotechnology
Vani Sarin,M18780,Mathematics
Shivam Patel,B21800,Biotechnology
Neha Sarin,CS22141,Computer Science
Samarth Pandey,EE18374,Electrical Engineering
Archana Rao,IT23022,Information Technology
Nisha Pillai,M24375,Mathematics
Gaurav Mehta,EE19905,Electrical Engineering
Sonia Shah,CE19801,Chemical Engineering
Vikram Kapoor,CE19995,Chemical Engineering
Mallika Bajaj,IT18133,Information Technology
Akash Kaur,ME20559,Mechanical Engineering
Tanvi Joshi,ME21304,Mechanical Engineering
Shalini Mehta,IT20825,Information Technology
Sonam Mahajan,B20697,Biotechnology
Divya Rao,EE21543,Electrical Engineering
Sandeep Chakraborty,AE18705,Aerospace Engineering
Manish Wadhwa,CS23466,Computer Science
Rishabh Bajaj,CE20610,Chemical Engineering
Samarth Das,M24349,Mathematics
Pooja Rao,E22064,Electronics
Sonam Chopra,CS21192,Computer Science
Sanya Kapoor,CS22768,Computer Science
Aryan Verma,ME20818,Mechanical Engineering
Ayush Khanna,ME23750,Mechanical Engineering
Vijay Mahajan,E21444,Electronics
Priya Kapoor,EE18561,Electrical Engineering
Vani Choudhury,E18503,Electronics
Rashi Bansal,ME18987,Mechanical Engineering
Aditya Singh,CS18991,Computer Science
Ashish Mahajan,E21204,Electronics
Kunal Goyal,M24320,Mathematics
Mallika Bhat,M21308,Mathematics
Vishal Goyal,B21698,Biotechnology
Nisha Agarwal,M19768,Mathematics
Suresh Malhotra,E23207,Electronics
Kavya Wadhwa,IT22350,Information Technology
Kavita Reddy,M18384,Mathematics
Dhruv Malhotra,M21167,Mathematics
Tushar Agarwal,B19656,Biotechnology
Rahul Banerjee,E24739,Electronics
Divya Naidu,CE22396,Chemical Engineering
Rishabh Deshpande,EE24375,Electrical Engineering
Payal Kaur,B19639,Biotechnology
Ritika Gupta,CE21053,Chemical Engineering
Archana Chatterjee,CE20043,Chemical Engineering
Kunal Pillai,EE20363,Electrical Engineering
Sonam Yadav,CE19457,Civil Engineering
Ananya Choudhury,AE21552,Aerospace Engineering
Karan Mehta,CE18296,Chemical Engineering
Jatin Dutta,CE21853,Civil Engineering
Sandeep Desai,CE18228,Civil Engineering
Sakshi Goyal,B24821,Biotechnology
Rajat Banerjee,IT20093,Information Technology
Suresh Mehta,AE19119,Aerospace Engineering
Ananya Garg,EE18199,Electrical Engineering
Aryan Garg,CE19911,Chemical Engineering
Aditya Shah,AE19928,Aerospace Engineering
Kavita Deshpande,IT22572,Information Technology
Anupam Chakraborty,AE18249,Aerospace Engineering
Aryan Verma,IT24050,Information Technology
Ashish Mishra,M23596,Mathematics
Aditi Iyer,CS20114,Computer Science
Sanya Mishra,M19796,Mathematics
Shubham Sethi,CE19796,Chemical Engineering
Garima Kaur,E19247,Electronics
Shreya Ghosh,AE22127,Aerospace Engineering
Nisha Nair,E20535,Electronics
Mallika Wadhwa,AE18614,Aerospace Engineering
Anupam Pandey,CS23723,Computer Science
Nikhil Kumar,M19312,Mathematics
Sonam Saxena,IT24425,Information Technology
Sanya Chatterjee,B22519,Biotechnology
Ankit Banerjee,ME23081,Mechanical Engineering
Sanya Kapoor,IT20729,Information Technology
Bhavya Khanna,ME20194,Mechanical Engineering
Ishaan Patel,CE19673,Civil Engineering
Tushar Desai,ME21257,Mechanical Engineering
Manish Khanna,ME19407,Mechanical Engineering
Madhav Banerjee,B21896,Biotechnology
Mihir Banerjee,EE18242,Electrical Engineering
Arjun Sarin,EE19308,Electrical Engineering
Vijay Bhat,B18842,Biotechnology
Varun Singh,CS20357,Computer Science
Meera Bajaj,M20421,Mathematics
Tushar Mishra,IT23759,Information Technology
Vani Chawla,CS19237,Computer Science
Pankaj Kohli,E18686,Electronics
Vani Iyer,ME19382,Mechanical Engineering
Pankaj Sarin,E20513,Electronics
Radhika Chakraborty,B24766,Biotechnology
Anjali Das,M23754,Mathematics
Ritika Banerjee,CE23851,Chemical Engineering
Priya Bajaj,M22709,Mathematics
Nisha Choudhury,M20824,Mathematics
Naveen Banerjee,CS18503,Computer Science
Mallika Nair,ME19481,Mechanical Engineering
Tushar Naidu,B18387,Biotechnology
Akash Ghosh,EE23499,Electrical Engineering
Archana Sharma,ME23613,Mechanical Engineering
Sahil Chakraborty,IT22647,Information Technology
Prakash Pillai,CE24079,Civil Engineering
Kavya Mahajan,CE23233,Civil Engineering
Rashi Chawla,CE23375,Chemical Engineering
Arjun Chopra,CS24991,Computer Science
Naveen Bose,CE24104,Civil Engineering
Rashi Kohli,E18138,Electronics
Kavita Kaur,IT21629,Information Technology
Pankaj Mahajan,AE20612,Aerospace Engineering
Karan Wadhwa,B22412,Biotechnology
Kavita Kaur,ME22316,Mechanical Engineering
Vikram Tiwari,B23924,Biotechnology
Arjun Dutta,CS19640,Computer Science
Garima Trivedi,AE21239,Aerospace Engineering
Gaurav Choudhury,EE20210,Electrical Engineering
Aditya Yadav,CS24586,Computer Science
Karan Gupta,CE19919,Civil Engineering
Rashi Saxena,E21178,Electronics
Karan Singh,AE20687,Aerospace Engineering
Devika Agarwal,CE19292,Chemical Engineering
Rishabh Garg,E18616,Electronics
Shalini Banerjee,M23361,Mathematics
Ankit Sarin,ME20096,Mechanical Engineering
Ritika Saxena,CE24355,Chemical Engineering
Rahul Ghosh,B19474,Biotechnology
Arjun Mishra,ME22225,Mechanical Engineering
Devika Wadhwa,ME19345,Mechanical Engineering
Mihir Bhat,B23939,Biotechnology
Ishaan Ghosh,AE19444,Aerospace Engineering
Vijay Trivedi,B24185,Biotechnology
Ananya Khanna,IT24376,Information Technology
Garima Chakraborty,CE21199,Chemical Engineering
Pankaj Verma,B18005,Biotechnology
Rashi Pillai,M23215,Mathematics
Ayush Nair,CE18433,Civil Engineering
Divya Das,CE20371,Civil Engineering
Rahul Verma,AE20499,Aerospace Engineering
Sneha Kohli,B18203,Biotechnology
Rahul Saxena,IT20243,Information Technology
Shubham Menon,E20419,Electronics
Mihir Kapoor,IT20198,Information Technology
Karan Bansal,CE18071,Civil Engineering
Nisha Patel,M18110,Mathematics
Kavita Chatterjee,E19593,Electronics
Devika Trivedi,CE20396,Civil Engineering
Meera Choudhury,IT23627,Information Technology
Samarth Joshi,CS18154,Computer Science
Aryan Mishra,EE18882,Electrical Engineering
Shivam Patel,B19922,Biotechnology
Dhruv Pandey,M19194,Mathematics
Isha Mehta,AE21416,Aerospace Engineering
Raj Sarin,M18551,Mathematics
Dhruv Bhat,M22275,Mathematics
Bhavya Menon,M18812,Mathematics
Raj Naidu,AE24373,Aerospace Engineering
Nikhil Nair,E20692,Electronics
Anupam Choudhury,CS23093,Computer Science
Devika Sarin,IT24898,Information Technology
Sonia Pillai,CE23142,Civil Engineering
Sneha Sethi,AE19746,Aerospace Engineering
Ayush Gupta,ME19508,Mechanical Engineering
Aman Kohli,AE22700,Aerospace Engineering
Ayush Trivedi,CS21980,Computer Science
Ashish Saxena,IT21333,Information Technology
Kavita Agarwal,ME24854,Mechanical Engineering
Archana Bansal,CS19079,Computer Science
Suresh Patel,E21873,Electronics
Karan Patel,EE18735,Electrical Engineering
Dhruv Iyer,EE19343,Electrical Engineering
Anupam Bansal,B24357,Biotechnology
Simran Rao,AE18593,Aerospace Engineering
Sandeep Pandey,CE23964,Civil Engineering
Ritika Deshpande,M20442,Mathematics
Shreya Banerjee,IT20599,Information Technology
Vikram Bose,AE23279,Aerospace Engineering
Vani Saxena,EE20318,Electrical Engineering
Rajat Iyer,M24558,Mathematics
Vikram Pandey,ME19004,Mechanical Engineering
Yash Choudhury,CS19923,Computer Science
Aman Bajaj,ME20339,Mechanical Engineering
Meera Pillai,ME24049,Mechanical Engineering
Simran Naidu,CS23602,Computer Science
Ayush Pandey,CE19424,Civil Engineering
Ankit Sethi,ME22149,Mechanical Engineering
Rohan Chopra,M22976,Mathematics
Amit Garg,CE21745,Civil Engineering
Rishabh Chatterjee,CE21886,Chemical Engineering
Sneha Khanna,B24721,Biotechnology
Arjun Menon,B23282,Biotechnology
Ananya Kohli,AE20282,Aerospace Engineering
Sonia Malhotra,AE20637,Aerospace Engineering
Vikram Goyal,E22151,Electronics
Deepak Goyal,CE21291,Civil Engineering
Simran Mishra,CS24145,Computer Science
Arjun Malhotra,CS23833,Computer Science
Naveen Agarwal,AE24165,Aerospace Engineering
Ananya Shah,ME23131,Mechanical Engineering
Gaurav Malhotra,AE20544,Aerospace Engineering
Dhruv Kumar,IT23663,Information Technology
Naveen Pandey,CE24654,Chemical Engineering
Rajat Menon,EE22577,Electrical Engineering
Vikram Wadhwa,ME21104,Mechanical Engineering
Sandeep Wadhwa,B18020,Biotechnology
Sneha Tiwari,E22024,Electronics
Tanvi Iyer,IT24750,Information Technology
Nisha Saxena,CE24170,Chemical Engineering
Sanya Kumar,B21689,Biotechnology
Naveen Mahajan,CS24074,Computer Science
Sagar Kohli,B22185,Biotechnology
Ujjwal Trivedi,E24898,Electronics
Rishabh Tiwari,EE18737,Electrical Engineering
Deepak Ghosh,IT24113,Information Technology
Rajat Bajaj,B22985,Biotechnology
Gaurav Reddy,ME21195,Mechanical Engineering
Ashish Banerjee,E21130,Electronics
Aman Chopra,ME22714,Mechanical Engineering
Tushar Sethi,ME24150,Mechanical Engineering
Mallika Gupta,ME22260,Mechanical Engineering
Rahul Verma,ME18915,Mechanical Engineering
Rajat Chakraborty,B18266,Biotechnology
Anupam Das,IT23593,Information Technology
Vikram Rao,CE20388,Civil Engineering
Anjali Rao,E20346,Electronics
Tanvi Sharma,CE20831,Chemical Engineering
Aman Sarin,CE24396,Chemical Engineering
Arjun Sarin,EE23236,Electrical Engineering
Sneha Sethi,CE23305,Chemical Engineering
Naveen Khanna,IT20969,Information Technology
Ujjwal Tiwari,CE21316,Civil Engineering
Anjali Khanna,IT19375,Information Technology
Aditi Kaur,CS20124,Computer Science
Madhav Agarwal,AE18767,Aerospace Engineering
Ananya Joshi,IT21535,Information Technology
Sonam Joshi,EE22841,Electrical Engineering
Ayush Chatterjee,M23559,Mathematics
Rohan Dutta,IT23998,Information Technology
Vikram Bansal,CE23453,Civil Engineering
Raj Mehta,ME22004,Mechanical Engineering
Neha Dutta,IT23226,Information Technology
Rishabh Shah,E22503,Electronics
Sonia Shah,B22191,Biotechnology
Sakshi Deshpande,B19607,Biotechnology
Rohan Sarin,CE21432,Civil Engineering
Payal Mehta,IT24954,Information Technology
Naveen Rao,ME20147,Mechanical Engineering
Rajat Yadav,E24469,Electronics
Deepak Ghosh,CE18466,Civil Engineering
Isha Shah,EE24356,Electrical Engineering
Tanvi Choudhury,E20663,Electronics
Tushar Yadav,ME23614,Mechanical Engineering
Sonam Chatterjee,CS22119,Computer Science
Shalini Trivedi,AE24091,Aerospace Engineering
Prakash Shah,CS21029,Computer Science
Aditi Khanna,CE22366,Civil Engineering
Pooja Chawla,CE21642,Civil Engineering
Dhruv Trivedi,ME19880,Mechanical Engineering
Sandeep Mahajan,EE22201,Electrical Engineering
Shalini Bose,EE19517,Electrical Engineering
Aryan Mehta,AE24321,Aerospace Engineering
Manish Chatterjee,CS19490,Computer Science
Ananya Trivedi,B22071,Biotechnology
Devika Saxena,AE20933,Aerospace Engineering
Sagar Mahajan,B23981,Biotechnology
Deepak Agarwal,CE24876,Civil Engineering
Nisha Verma,EE23702,Electrical Engineering
Sandeep Kumar,B24242,Biotechnology
Vikram Ghosh,B24848,Biotechnology
Rajat Das,EE24532,Electrical Engineering
Ashish Verma,EE23531,Electrical Engineering
Pankaj Nair,CE20300,Civil Engineering
Sonia Pillai,E22577,Electronics
Samarth Gupta,CE20067,Chemical Engineering
Sakshi Sethi,CS22467,Computer Science
Pooja Gupta,CS23504,Computer Science
Shalini Kohli,CS20905,Computer Science
Madhav Chakraborty,CE24257,Chemical Engineering
Archana Joshi,AE21654,Aerospace Engineering
Sonam Kapoor,CE21243,Chemical Engineering
Aryan Bose,ME23233,Mechanical Engineering
Aditi Agarwal,IT24801,Information Technology
Rahul Nair,CE19695,Civil Engineering
Anupam Chatterjee,E21606,Electronics
Arjun Mahajan,EE23933,Electrical Engineering
Deepak Bhat,M23944,Mathematics
Divya Bhat,IT22725,Information Technology
Harsh Verma,IT24679,Information Technology
Varun Desai,CE21635,Chemical Engineering
Simran Nair,CE20651,Chemical Engineering
Aman Deshpande,E24682,Electronics
Yash Nair,EE22755,Electrical Engineering
Tanvi Sharma,IT23442,Information Technology
Amit Chakraborty,B21749,Biotechnology
Shivam Bose,IT23708,Information Technology
Sneha Kumar,CE22950,Civil Engineering
Neha Desai,E24626,Electronics
Akash Desai,EE21756,Electrical Engineering
Aryan Nair,B24019,Biotechnology
Mallika Dutta,B22492,Biotechnology
Nisha Chakraborty,E21874,Electronics
Simran Kumar,IT19841,Information Technology
Payal Patil,B21950,Biotechnology
Sneha Chatterjee,B18903,Biotechnology
Radhika Reddy,CE20718,Chemical Engineering
Suresh Shah,EE22316,Electrical Engineering
Gaurav Bansal,CS22213,Computer Science
Varun Das,IT23024,Information Technology
Prakash Agarwal,IT24726,Information Technology
Pankaj Bansal,ME19279,Mechanical Engineering
Ashish Sethi,CE21885,Chemical Engineering
Ayush Deshpande,ME21346,Mechanical Engineering
Harish Mahajan,M20264,Mathematics
Sonam Wadhwa,E22307,Electronics
Akash Goyal,ME19458,Mechanical Engineering
Karan Banerjee,CS22719,Computer Science
Nikhil Iyer,E24163,Electronics
Jatin Bajaj,CE18384,Civil Engineering
Nikhil Patel,CE23107,Chemical Engineering
Shreya Deshpande,CS18607,Computer Science
Rishabh Kapoor,EE23979,Electrical Engineering
Tushar Yadav,IT21645,Information Technology
Ishaan Nair,CS23336,Computer Science
Kavita Kapoor,E22152,Electronics
Payal Choudhury,AE23847,Aerospace Engineering
Ananya Khanna,E20501,Electronics
Vishal Chatterjee,CS24286,Computer Science
Tushar Pandey,ME24417,Mechanical Engineering
Sneha Chakraborty,M21546,Mathematics
Madhav Bhat,AE19361,Aerospace Engineering
Sanya Menon,B23097,Biotechnology
Pooja Bhat,CE24718,Civil Engineering
Priya Bajaj,CE20269,Chemical Engineering
Rohan Banerjee,EE19612,Electrical Engineering
Tanvi Malhotra,E18171,Electronics
Radhika Tiwari,EE23758,Electrical Engineering
Anjali Banerjee,B20365,Biotechnology
Kavita Trivedi,CE24090,Chemical Engineering
Sagar Choudhury,ME21070,Mechanical Engineering
Kavya Mehta,CS20502,Computer Science
Mallika Pillai,M18851,Mathematics
Radhika Mehta,AE19065,Aerospace Engineering
Simran Bose,CE20139,Chemical Engineering
Jatin Das,AE24042,Aerospace Engineering
Sonam Reddy,EE19289,Electrical Engineering
Nikhil Kaur,ME22117,Mechanical Engineering
Suresh Bhat,EE18140,Electrical Engineering
Mallika Patil,IT23660,Information Technology
Sonam Singh,CE19306,Civil Engineering
Deepak Kaur,CS23527,Computer Science
Divya Mehta,CS22375,Computer Science
Shreya Sarin,AE23670,Aerospace Engineering
Sneha Kaur,E21549,Electronics
Bhavya Trivedi,IT23145,Information Technology
Simran Saxena,ME18219,Mechanical Engineering
Kunal Reddy,B21135,Biotechnology
Kavita Iyer,B20951,Biotechnology
Ishaan Tiwari,CE20145,Civil Engineering
Kavya Agarwal,B18062,Biotechnology
Sonia Kapoor,IT22488,Information Technology
Garima Naidu,CE24602,Chemical Engineering
Ritu Chakraborty,E21919,Electronics
Ujjwal Sharma,E19093,Electronics
Ritu Singh,M19840,Mathematics
Ujjwal Rao,CS19496,Computer Science
Vikram Garg,IT21521,Information Technology
Kavita Joshi,EE21712,Electrical Engineering
Gaurav Dutta,B20740,Biotechnology
Yash Patel,CE20837,Civil Engineering
Shivam Chatterjee,B20499,Biotechnology
Shivam Chakraborty,CE23626,Civil Engineering
Ishaan Pillai,CE21437,Chemical Engineering
Ankit Kohli,EE19062,Electrical Engineering
Tanvi Khanna,CE24950,Civil Engineering
Deepak Patel,AE22638,Aerospace Engineering
Sneha Khanna,B19962,Biotechnology
Harsh Bose,CS23600,Computer Science
Rashi Verma,EE22988,Electrical Engineering
Ritika Sethi,E18036,Electronics
Yash Sarin,ME18842,Mechanical Engineering
Divya Kohli,B19955,Biotechnology
Shalini Patel,EE22926,Electrical Engineering
Vikram Kohli,E23418,Electronics
Anupam Deshpande,IT18162,Information Technology
Kavya Kapoor,AE19137,Aerospace Engineering
Samarth Bajaj,AE22610,Aerospace Engineering
Deepak Goyal,CE24631,Civil Engineering
Aditya Dutta,IT21141,Information Technology
Pankaj Shah,B21113,Biotechnology
Harish Chatterjee,CE18008,Civil Engineering
Prakash Sethi,AE18809,Aerospace Engineering
Vishal Nair,B22651,Biotechnology
Pankaj Pandey,EE21039,Electrical Engineering
Samarth Gupta,ME24281,Mechanical Engineering
Amit Yadav,CS23378,Computer Science
Sakshi Ghosh,CE19534,Civil Engineering
Shreya Kumar,E24769,Electronics
Sahil Kumar,IT21470,Information Technology
Ritu Bhat,B21110,Biotechnology
Sneha Goyal,CE18042,Chemical Engineering
Simran Banerjee,E19486,Electronics
Yash Reddy,M21640,Mathematics
Sneha Kaur,EE18662,Electrical Engineering
Anupam Dutta,CE22767,Chemical Engineering
Priya Bansal,AE19942,Aerospace Engineering
Nisha Sethi,EE18942,Electrical Engineering
Meera Khanna,ME18406,Mechanical Engineering
Vikram Chatterjee,AE18393,Aerospace Engineering
Ujjwal Khanna,IT24960,Information Technology
Deepak Saxena,E18768,Electronics
Anupam Kohli,AE21667,Aerospace Engineering
Radhika Nair,B24806,Biotechnology
Vishal Menon,CE19240,Chemical Engineering
Priya Joshi,ME21602,Mechanical Engineering
